productName,description,productCategory,price
아삭한 밀양 배추,신선하고 아삭한 식감의 밀양 배추입니다.,ETC,15000
제주 햇출하 쫀득한 가지,제주에서 자란 쫀득한 식감의 가지입니다.,VEGETABLE,21900
산지 선별 특·상급 브로콜리,엄선된 브로콜리로 신선한 맛을 제공합니다.,VEGETABLE,17800
밀양산 고당도 방울토마토,달콤한 맛이 일품인 방울토마토입니다.,VEGETABLE,19800
완도산 싱싱한 미역,바다의 맛을 담은 신선한 미역입니다.,VEGETABLE,12800
신선한 쫀득한 당근,채소류 당근에 대한 상세 설명입니다.,VEGETABLE,15300
고창산 엄선된 청경채,채소류 청경채에 대한 상세 설명입니다.,VEGETABLE,18600
햇출하 아삭한 오이,채소류 오이에 대한 상세 설명입니다.,VEGETABLE,12700
밀양산 특·상급 무,채소류 무에 대한 상세 설명입니다.,VEGETABLE,14200
제주산 신선한 고구마,채소류 고구마에 대한 상세 설명입니다.,VEGETABLE,19900
특선 영덕 대게,신선한 해산물 영덕 대게에 대한 상세 설명입니다.,ETC,150000
엄선한 완도 전복,쫄깃한 식감의 신선한 전복에 대한 상세 설명입니다.,ETC,120000
고당도 한라봉,달콤한 맛이 일품인 신선한 한라봉에 대한 상세 설명입니다.,ETC,32000
산지 직송 신선한 굴,바다의 맛을 그대로 담은 신선한 굴에 대한 상세 설명입니다.,ETC,45000
제주 흑돼지,풍미가 뛰어난 제주산 흑돼지에 대한 상세 설명입니다.,ETC,80000
햇출하 달달한 샤인머스캣,신선하고 자연 그대로의 맛을 자랑하는 샤인머스캣입니다.,FRUIT,28900
프리미엄 고창 복숭아,고창에서 자란 부드럽고 향긋한 복숭아입니다.,FRUIT,19800
산지 선별 아삭한 청포도,신선하게 선별된 청포도로 아삭한 식감을 제공합니다.,FRUIT,23200
특·상급 제주 감귤,제주에서 자란 특·상급 감귤로 상큼한 맛을 느껴보세요.,FRUIT,15800
달달한 밀양 사과,밀양에서 자란 달콤한 사과로 풍부한 맛을 자랑합니다.,FRUIT,21000
청도 아삭한 생강,신선한 청도에서 자란 아삭한 식감의 생강입니다.,VEGETABLE,12000
제주 햇출하 쫀득한 고구마,햇출하로 신선한 제주산 쫀득한 고구마입니다.,VEGETABLE,8500
해남 특·상급 양파,엄선된 해남산 특·상급 양파로 풍미가 뛰어납니다.,VEGETABLE,15000
밀양 고당도 토마토,달달한 맛이 일품인 밀양산 고당도 토마토입니다.,VEGETABLE,10500
횡성 산지 선별 배추,신선한 횡성에서 산지 선별된 배추로 아삭한 식감이 매력적입니다.,VEGETABLE,13000
고창산 엄선한 아삭한 청경채,신선한 청경채에 대한 상세 설명입니다.,VEGETABLE,7890
제주 햇출하 특·상급 쪽파,특별한 품질의 쪽파에 대한 상세 설명입니다.,VEGETABLE,10500
밀양산 달달한 방울토마토,달콤한 방울토마토에 대한 상세 설명입니다.,VEGETABLE,9500
완도산 고품질 무,신선한 무에 대한 상세 설명입니다.,VEGETABLE,6200
성주산 특·상급 시금치,신선한 시금치에 대한 상세 설명입니다.,VEGETABLE,7800
제주 고당도 한라봉,"제주에서 자란 달콤한 한라봉으로, 신선한 맛이 일품입니다.",FRUIT,21500
밀양 아삭한 사과,"밀양에서 엄선한 아삭한 사과로, 신선함이 가득합니다.",FRUIT,13000
논산 특별한 캠벨얼리 포도,"논산에서 자란 캠벨얼리 포도로, 진한 풍미와 쫀득한 식감을 자랑합니다.",FRUIT,17500
고창 산지 선별 복숭아,"고창에서 선별한 복숭아로, 과즙이 풍부하고 달콤합니다.",FRUIT,19000
태안 햇출하 블루베리,"태안에서 신선하게 수확한 블루베리로, 건강한 맛이 가득합니다.",FRUIT,22000
완도산 아삭한 청경채,"신선하고 아삭한 식감의 청경채로, 다양한 요리에 활용하기 좋습니다.",VEGETABLE,19800
햇출하 고소한 미니 당근,"노지에서 자란 미니 당근으로, 달콤하고 고소한 맛이 일품입니다.",VEGETABLE,15600
고창산 부드러운 시금치,"고창에서 자란 시금치로, 부드러운 식감과 진한 풍미를 자랑합니다.",VEGETABLE,17200
산지 선별 쫀득한 고구마,"신선하게 선별된 고구마로, 쫀득한 식감과 달콤함이 매력입니다.",VEGETABLE,24000
제주산 아삭한 청경채,신선한 제주산 청경채의 아삭한 식감과 풍부한 영양을 담았습니다.,VEGETABLE,15000
햇출하 고당도 홍콩배추,"제철에 수확한 고당도의 홍콩배추로, 샐러드나 볶음 요리에 적합합니다.",VEGETABLE,18000
특·상급 영주 시금치,"영주 지역에서 자란 특·상급 시금치로, 신선하고 영양이 풍부합니다.",VEGETABLE,12000
밀양 자생 고추,"밀양에서 자생한 매운맛의 고추로, 요리에 깊은 풍미를 더해줍니다.",VEGETABLE,9500
쫀득한 횡성 감자,"횡성에서 재배된 쫀득한 감자로, 다양한 요리에 활용하기 좋습니다.",VEGETABLE,14000
고창산 엄선된 아삭한 배추,신선한 고창산 배추에 대한 상세 설명입니다.,ETC,38900
완도산 특·상급 굴,신선한 완도산 굴에 대한 상세 설명입니다.,ETC,52000
제주산 고당도 감귤,달콤한 제주산 감귤에 대한 상세 설명입니다.,ETC,45000
영주산 특선 느타리버섯,신선한 영주산 느타리버섯에 대한 상세 설명입니다.,ETC,41000
제주 산지 선별 특·상급 당근,"제주에서 자란 당근, 엄선된 품질로 달콤한 맛을 자랑합니다.",VEGETABLE,19800
밀양 고구마 고당도,"밀양의 햇고구마, 자연에서 자란 달달한 맛이 일품입니다.",VEGETABLE,23800
완도 신선한 미나리,"완도에서 자란 신선한 미나리, 향긋한 맛이 요리의 풍미를 더해줍니다.",VEGETABLE,17800
횡성 특·상급 배추,"횡성에서 자란 품질 좋은 배추, 아삭한 식감과 풍부한 맛이 매력적입니다.",VEGETABLE,16800
제주산 엄선한 고당도 한라봉,과즙이 풍부하고 달콤한 한라봉에 대한 상세 설명입니다.,FRUIT,25000
밀양에서 자란 아삭한 복숭아,신선하고 crunchy한 복숭아에 대한 상세 설명입니다.,FRUIT,18000
특·상급 캠벨얼리 포도,풍부한 향과 맛을 자랑하는 캠벨얼리 포도에 대한 상세 설명입니다.,FRUIT,22000
고창산 달달한 수박,신선하고 시원한 맛이 일품인 수박에 대한 상세 설명입니다.,FRUIT,30000
해남에서 온 쫀득한 감귤,상큼하고 쫀득한 감귤에 대한 상세 설명입니다.,FRUIT,15000
햇출하 아삭한 청도 대파,고소한 맛이 일품인 청도 대파입니다.,VEGETABLE,15800
특·상급 고창 배추,신선한 고창 배추로 만든 샤브샤브의 완벽한 재료입니다.,VEGETABLE,21000
엄선된 제주 통마늘,제주에서 자란 풍미 가득한 통마늘입니다.,VEGETABLE,12000
쫀득한 완도 돌미역,바다의 영양을 가득 담은 신선한 돌미역입니다.,VEGETABLE,18000
달콤한 성주 고구마,성주에서 자란 달콤하고 부드러운 고구마입니다.,VEGETABLE,23000
엄선한 고당도 천혜향,신선한 천혜향의 달콤함을 그대로 담은 품질 좋은 과일입니다.,FRUIT,25000
제주산 아삭한 한라봉,"제주에서 자란 아삭한 식감의 한라봉으로, 달콤한 맛이 일품입니다.",FRUIT,27000
고창산 특·상급 샤인머스캣,"고창에서 선별한 특·상급 샤인머스캣, 풍부한 맛과 향이 매력적입니다.",FRUIT,32000
햇출하 달달한 레드향,"햇출하로 만난 레드향, 진한 풍미가 가득한 과일입니다.",FRUIT,30000
밀양산 쫀득한 복숭아,"밀양에서 자란 쫀득한 식감의 복숭아로, 여름의 맛을 느껴보세요.",FRUIT,22000
제주산 엄선한 아삭한 청경채,신선한 제주에서 자란 청경채의 상세 설명입니다.,VEGETABLE,32500
고창산 특·상급 무,신선한 고창에서 자란 특·상급 무에 대한 상세 설명입니다.,VEGETABLE,14500
영주산 쫀득한 고구마,영주에서 자란 쫀득한 식감의 고구마에 대한 상세 설명입니다.,VEGETABLE,18200
햇출하 전남산 아삭한 오이,신선한 햇출하 전남에서 자란 아삭한 오이에 대한 상세 설명입니다.,VEGETABLE,9800
밀양산 산지 선별 쌈채소,밀양에서 선별된 신선한 쌈채소의 상세 설명입니다.,VEGETABLE,22000
제주산 엄선한 쫀득한 해조류,신선한 제주 해조류의 깊은 풍미와 쫀득한 식감을 느껴보세요.,ETC,12000
해남 특·상급 생멸치,"신선한 해남 생멸치, 풍부한 맛과 품질이 돋보입니다.",ETC,8500
아삭한 밀양 청양고추,밀양에서 자생한 아삭한 청양고추로 요리에 활력을 더하세요.,ETC,5000
진한 풍미의 전남산 황태,전남산 황태의 진한 풍미로 다양한 요리를 즐겨보세요.,ETC,15000
특별한 맛의 동해안 바지락,신선한 동해안 바지락으로 맛있는 해산물 요리를 만끽하세요.,ETC,11000
아삭한 청도 대추,과일류 대추에 대한 상세 설명입니다.,ETC,15000
엄선된 영주 표고버섯,버섯류 표고버섯에 대한 상세 설명입니다.,ETC,12000
제주산 특·상급 흑돼지,제주산 흑돼지의 깊은 풍미와 부드러운 식감을 자랑합니다.,ETC,58700
신안산 엄선한 자연산 바지락,신안에서 직접 채취한 자연산 바지락으로 신선도와 맛이 뛰어납니다.,ETC,17500
고창산 산지 선별 아삭한 생강,고창에서 자란 신선한 생강으로 아삭한 식감과 강한 향을 가지고 있습니다.,ETC,12800
완도산 쫀득한 자연산 전복,완도에서 직송된 신선한 전복으로 쫀득한 식감이 매력적입니다.,ETC,98000
밀양산 고당도 한라봉,밀양에서 자란 달콤한 한라봉으로 특별한 맛을 제공합니다.,ETC,30000
밀양 엄선 레드향,"풍부한 단맛과 향이 가득한 밀양산 레드향으로, 산지에서 직접 선별하였습니다.",FRUIT,9500
달콤한 샤인머스캣,"아삭한 식감과 진한 풍미가 특징인 샤인머스캣으로, 신선한 출하로 제공됩니다.",FRUIT,19800
영주 특·상급 사과,"아삭한 식감과 상큼한 맛이 매력적인 영주산 사과로, 좋은 크기 위주로 선별하였습니다.",FRUIT,6800
전주 햇출하 유자,"상큼하고 향긋한 전주산 유자로, 햇출하로 신선함이 가득합니다.",FRUIT,7500
제주 해산물 특·상급 키조개,제주 바다에서 직접 잡아 신선함을 담은 키조개입니다.,ETC,12000
특·상급 영주 배,영주에서 자란 달콤한 풍미의 배입니다.,FRUIT,8500
해남산 엄선된 흑미,해남에서 선별한 고품질 흑미로 건강한 식사를 제공합니다.,ETC,10500
청도 고당도 사과,"청도 지역에서 재배된 고당도 사과로, 아삭한 식감과 달콤한 맛이 특징입니다.",ETC,19800
완도 신선한 생굴,"완도에서 갓 잡아올린 신선한 생굴로, 바다의 깊은 풍미를 느낄 수 있습니다.",ETC,34500
밀양 쫀득한 한우,"엄선된 밀양 지역의 한우로, 쫀득한 식감과 깊은 풍미를 자랑합니다.",ETC,85000
해남 특·상급 고구마,"해남에서 자란 특·상급 고구마로, 달달하고 부드러운 식감이 매력입니다.",ETC,12000
제주 자연산 전복,"제주 바다에서 자연스럽게 자란 전복으로, 신선하고 풍부한 맛이 특징입니다.",ETC,56000
달달한 고창 사과 엄선,사과의 고향 고창에서 자란 달달하고 아삭한 품질의 사과입니다.,FRUIT,15900
제주 햇귤 특·상급,"신선한 제주산 귤로, 특·상급 품질을 자랑합니다.",FRUIT,21000
엄선된 밀양 복숭아,밀양의 햇빛을 받아 자란 고품질 복숭아입니다.,FRUIT,22000
아삭한 논산 수박,논산에서 자란 아삭하고 시원한 수박입니다.,FRUIT,18000
특·상급 영주 사과,사과의 깊은 풍미와 아삭한 식감이 매력적인 영주산 사과입니다.,ETC,15000
제주 햇출하 고당도 감귤,"신선한 제주 감귤, 달콤함이 가득한 햇출하 상품입니다.",ETC,12000
밀양 엄선 자두,달달하고 쫀득한 식감이 특징인 밀양산 자두입니다.,ETC,18000
쫀득한 천혜향,상큼하고 달콤한 풍미를 자랑하는 고품질 천혜향입니다.,ETC,22000
완도 바다에서 자란 특·상급 전복,"싱싱한 전복, 바다의 깊은 맛을 느낄 수 있는 완도산입니다.",ETC,35000
특·상급 아삭한 청도 오이,신선한 청도에서 자란 아삭한 식감의 오이입니다.,VEGETABLE,19800
햇출하로 고당도 해남 고구마,햇볕을 머금고 자란 달콤한 해남 고구마입니다.,VEGETABLE,23500
엄선된 영주 시금치,영주 지역에서 특별히 선별한 신선한 시금치입니다.,VEGETABLE,14500
쫀득한 밀양 고추,밀양에서 자생한 쫀득한 식감과 풍미의 고추입니다.,VEGETABLE,22000
달달한 제주 애호박,제주에서 자란 달콤한 맛의 애호박입니다.,VEGETABLE,17500
산지 선별 특·상급 고추,"매운맛이 뛰어난 특급 고추로, 요리에 풍미를 더해줍니다.",VEGETABLE,8500
햇출하 달달한 방울토마토,"달콤한 맛이 일품인 방울토마토로, 신선함이 가득합니다.",VEGETABLE,12500
고창산 엄선된 쑥갓,"고창에서 자란 쑥갓으로, 신선한 향과 식감을 제공합니다.",VEGETABLE,7200
밀양산 쫀득한 무,"밀양에서 자란 쫀득한 식감의 무로, 다양한 요리에 적합합니다.",VEGETABLE,6300
쫀득한 밀양 한우,축산물 밀양 한우에 대한 상세 설명입니다.,ETC,150000
햇출하 해남 고구마,농산물 해남 고구마에 대한 상세 설명입니다.,ETC,28000
특·상급 순천 쭈꾸미,수산물 순천 쭈꾸미에 대한 상세 설명입니다.,ETC,20000
고당도 제주 감귤,농산물 제주 감귤에 대한 상세 설명입니다.,ETC,32000
엄선된 청도 대추,농산물 청도 대추에 대한 상세 설명입니다.,ETC,45000
고창산 아삭한 사과,사과의 아삭한 식감과 풍부한 맛을 가진 고창산 사과에 대한 상세 설명입니다.,FRUIT,14900
고당도 샤인머스캣,달콤하고 향긋한 고당도 샤인머스캣에 대한 상세 설명입니다.,FRUIT,25000
영주산 엄선된 복숭아,부드럽고 달콤한 맛이 일품인 영주산 복숭아에 대한 상세 설명입니다.,FRUIT,17900
순천 햇출하 대추,"신선한 순천산 대추, 자연의 달콤함이 가득합니다.",FRUIT,22000
아삭한 고창 청경채 엄선,신선한 청경채에 대한 상세 설명입니다.,VEGETABLE,28900
특·상급 밀양 쪽파,맛있는 쪽파에 대한 상세 설명입니다.,VEGETABLE,22000
달달한 제주 감자,제주산으로 품질 좋은 감자에 대한 상세 설명입니다.,VEGETABLE,36800
햇출하로 신선한 성주 오이,신선한 오이에 대한 상세 설명입니다.,VEGETABLE,19500
쫀득한 태안 미나리,신선한 미나리에 대한 상세 설명입니다.,VEGETABLE,25000
햇 출하 아삭한 고추,신선한 고추에 대한 상세 설명입니다.,VEGETABLE,12000
고창산 특·상급 시금치,신선한 시금치에 대한 상세 설명입니다.,VEGETABLE,8000
진한 풍미의 제주 감자,제주 감자에 대한 상세 설명입니다.,VEGETABLE,15000
쫀득한 맛의 밀양 고구마,밀양 고구마에 대한 상세 설명입니다.,VEGETABLE,18000
산지 선별 청도 대파,신선한 대파에 대한 상세 설명입니다.,VEGETABLE,6000
특·상급 샤인머스캣,엄선된 품질의 샤인머스캣으로 풍부한 단맛을 제공합니다.,FRUIT,25000
달달한 레드향 감귤,레드향의 뛰어난 단맛과 향을 경험해보세요.,FRUIT,22000
해남 고당도 망고,신선한 해남 고당도 망고에 대한 상세 설명입니다.,FRUIT,25900
아삭한 샤인머스캣,아삭한 식감이 매력적인 샤인머스캣에 대한 상세 설명입니다.,FRUIT,38700
제주 설향딸기 특·상급,제주에서 자란 특·상급 설향딸기에 대한 상세 설명입니다.,FRUIT,31000
완도 천혜향,완도의 천혜향에 대한 상세 설명입니다.,FRUIT,22000
고창 사과 엄선,고창에서 엄선한 사과에 대한 상세 설명입니다.,FRUIT,15000
아삭한 고창 사과,신선한 고창에서 자란 아삭한 식감의 사과입니다.,FRUIT,12500
프리미엄 제주 감귤,제주에서 자란 달콤한 맛의 프리미엄 감귤입니다.,FRUIT,9800
산지 선별 달달한 씨없는 수박,"산지에서 엄선된 씨없는 수박으로, 달콤한 과즙을 자랑합니다.",FRUIT,15000
햇출하 청도 복숭아,"햇출하로 신선한 청도 복숭아, 달콤하고 부드러운 맛이 특징입니다.",FRUIT,13000
엄선된 고당도 샤인머스캣,신선한 샤인머스캣에 대한 상세 설명입니다.,FRUIT,18000
특·상급 밀양 사과,부드러운 식감의 밀양 사과에 대한 상세 설명입니다.,FRUIT,12000
햇출하 제주 감귤,상큼한 제주 감귤에 대한 상세 설명입니다.,FRUIT,16000
청도 지역 선별된 달달한 복숭아,신선한 복숭아에 대한 상세 설명입니다.,FRUIT,20000
완도에서 자란 신선한 감귤,상큼한 맛과 아삭한 식감이 일품인 완도 감귤입니다.,FRUIT,39500
프리미엄 천혜향,특·상급 품질의 천혜향으로 진한 향과 달콤함을 느껴보세요.,FRUIT,51000
햇출하 밀양 복숭아,부드러운 식감과 달콤함이 매력적인 밀양 복숭아입니다.,FRUIT,43000
고창 특·상급 아삭한 배추,신선한 고창 배추에 대한 상세 설명입니다.,VEGETABLE,25800
제주 햇출하 쫀득한 감자,제주에서 자란 신선한 감자에 대한 상세 설명입니다.,VEGETABLE,18600
밀양 고당도 유기농 당근,밀양에서 재배된 유기농 당근에 대한 상세 설명입니다.,VEGETABLE,22000
논산 산지 선별 아삭한 오이,논산에서 엄선한 신선한 오이에 대한 상세 설명입니다.,VEGETABLE,17200
횡성 진한 풍미의 유기농 시금치,횡성에서 재배된 유기농 시금치에 대한 상세 설명입니다.,VEGETABLE,19800
특·상급 태안 방울토마토,달콤한 방울토마토에 대한 상세 설명입니다.,VEGETABLE,12900
밀양 재배 쫀득한 고구마,식감이 좋은 고구마에 대한 상세 설명입니다.,VEGETABLE,11500
제주 햇출하 신선한 쌈채소,다양한 쌈채소에 대한 상세 설명입니다.,VEGETABLE,19800
엄선된 성주 상추,신선하고 아삭한 상추에 대한 상세 설명입니다.,VEGETABLE,17500
영주산 달달한 청포도,"영주에서 자란 달달한 청포도, 햇출하로 더욱 신선합니다.",FRUIT,21900
완도산 쫀득한 감귤,"완도에서 자란 쫀득한 감귤, 좋은 크기 위주로 엄선하였습니다.",FRUIT,13900
밀양산 특·상급 자두,"밀양에서 수확한 특·상급 자두, 진한 풍미를 자랑합니다.",FRUIT,19900
프리미엄 샤인머스캣 엄선,과일류 샤인머스캣에 대한 상세 설명입니다.,FRUIT,18900
달달한 제주 감귤 산지 선별,과일류 감귤에 대한 상세 설명입니다.,FRUIT,15900
고당도 캠벨얼리 포도,과일류 포도에 대한 상세 설명입니다.,FRUIT,21000
아삭한 영주 사과 특·상급,과일류 사과에 대한 상세 설명입니다.,FRUIT,17500
햇출하 보성 복숭아 쫀득한 식감,과일류 복숭아에 대한 상세 설명입니다.,FRUIT,19500
고창산 엄선 아삭한 청경채,신선한 청경채에 대한 상세 설명입니다.,VEGETABLE,4500
제주특산 고당도 당근,달콤한 맛이 일품인 제주산 당근에 대한 상세 설명입니다.,VEGETABLE,6200
특·상급 수원 배추,아삭한 식감의 배추에 대한 상세 설명입니다.,VEGETABLE,3700
밀양산 유기농 시금치,신선하고 건강한 시금치에 대한 상세 설명입니다.,VEGETABLE,5300
햇출하 청도 미나리,향긋한 미나리의 상세 설명입니다.,VEGETABLE,4800
해남산 엄선한 쫀득한 고구마,고구마의 진한 풍미와 쫀득한 식감을 자랑하는 해남산 고구마입니다.,ETC,28900
제주도 특·상급 흑돼지,"제주도에서 자란 특·상급 흑돼지로, 육질이 부드럽고 풍미가 뛰어납니다.",ETC,41500
신선한 완도산 전복,"완도에서 잡아올린 신선한 전복으로, 바다의 향을 그대로 담고 있습니다.",ETC,55000
밀양산 아삭한 배추,신선한 밀양산 배추로 아삭한 식감과 함께 담백한 맛을 제공합니다.,ETC,15000
영주산 엄선한 사과,"영주에서 엄선한 사과로, 달달한 맛과 아삭한 식감이 일품입니다.",ETC,23000
고창산 엄선한 아삭한 청상추,신선한 맛과 아삭한 식감이 일품인 고창산 청상추입니다.,ETC,19800
완도에서 자란 특·상급 주꾸미,"신선한 바다에서 잡은 주꾸미로, 쫀득한 식감을 자랑합니다.",ETC,25900
햇출하 제주산 고당도 감귤,"햇살을 받아 자란 달콤한 제주 감귤로, 풍부한 과즙이 매력입니다.",ETC,32000
밀양산 산지 선별 고급 배,"좋은 크기와 품질의 밀양산 배로, 달달한 맛이 특징입니다.",ETC,27000
특급 품질 영주산 쫄깃한 돼지고기,"신선한 영주산 돼지고기로, 쫄깃한 식감과 풍미가 뛰어납니다.",ETC,45000
국내산 고당도 천혜향,달달하고 풍부한 향이 매력적인 천혜향에 대한 상세 설명입니다.,ETC,45600
영주산 엄선한 한우,풍미 가득한 한우에 대한 상세 설명입니다.,ETC,72000
밀양산 아삭한 오이,아삭한 식감과 신선함이 가득한 오이에 대한 상세 설명입니다.,ETC,19800
햇출하 신선한 완도 전복,완도의 바다에서 갓 채취한 전복에 대한 상세 설명입니다.,ETC,32500
아삭한 성주 참외,성주 지역에서 자란 신선한 참외의 특징을 담았습니다.,ETC,15000
고당도 논산 수박,논산에서 자생한 달콤한 수박에 대한 상세 설명입니다.,ETC,22000
엄선된 태안 생굴,태안의 청정 바다에서 자란 신선한 생굴에 대한 설명입니다.,ETC,27000
특·상급 밀양 자두,밀양에서 자란 신선한 자두에 대한 상세 설명입니다.,ETC,18000
제주에서 자란 달달한 한라봉,신선한 제주 한라봉에 대한 상세 설명입니다.,FRUIT,18000
아삭한 청포도 특·상급,신선한 청포도의 상세 설명입니다.,FRUIT,24000
영주 사과 맛있는 햇출하,영주에서 자란 사과의 상세 설명입니다.,FRUIT,15000
쫀득한 베니하루카 고구마,특별히 선별된 베니하루카 고구마에 대한 상세 설명입니다.,FRUIT,9500
